,terrestrial_date,min_temp
1829,2018-01-20,-77.0
1830,2018-01-21,-77.0
1831,2018-01-22,-78.0
1832,2018-01-23,-78.0
1833,2018-01-24,-80.0
1834,2018-01-25,-78.0
1835,2018-01-26,-79.0
1836,2018-01-27,-78.0
1837,2018-01-28,-78.0
1838,2018-01-29,-78.0
1839,2018-01-30,-79.0
1840,2018-01-31,-77.0
1841,2018-02-01,-80.0
1842,2018-02-02,-78.0
1843,2018-02-03,-77.0
1844,2018-02-04,-77.0
1845,2018-02-05,-79.0
1846,2018-02-06,-77.0
1847,2018-02-07,-77.0
1848,2018-02-08,-78.0
1849,2018-02-09,-78.0
1850,2018-02-11,-77.0
1851,2018-02-12,-78.0
1852,2018-02-13,-77.0
1853,2018-02-14,-76.0
1854,2018-02-15,-76.0
1855,2018-02-16,-77.0
1856,2018-02-17,-76.0
1857,2018-02-18,-76.0
1858,2018-02-19,-76.0
1859,2018-02-20,-77.0
1860,2018-02-21,-78.0
1861,2018-02-22,-78.0
1862,2018-02-23,-78.0
1863,2018-02-24,-77.0
1864,2018-02-25,-76.0
1865,2018-02-26,-77.0
1866,2018-02-27,-77.0
